ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	alias
6d63e1f	2693b74	3e833bd152c840767abec6e648b814c4	7e34dd8f	Wood Elf	Acolyte	2021-09-09T09:55:04Z	Druid 1	Druid		1		11	16	9	17	16	13	17	8		Religion|Animal Handling|Insight|Medicine|Perception	Scimitar	Guidance*0|Produce Flame*0|Entangle*1|Faerie Fire*1	Wis		United States	US		NA	NA	Elf	Guidance*0|Produce Flame*0|Entangle*1|Faerie Fire*1	Scimitar	charming_morse
6d63e1f	2693b74	d573d98fb5ad952f0676d8c4c1838679	1df67fd5	Shadow Elf	Cloistered Scholar	2021-09-09T09:42:37Z	Wizard 1	Wizard		1		8	13	10	16	15	15	8	11		Arcana|History|Religion|Medicine|Perception	Dagger		Int		United States	US		NA	NA	Elf		Dagger	jovial_davinci
71dcce3	30941fc	4f2673b5020ccdb85704713bf30f3960	01eeea4a	Human	Cloistered Scholar	2021-09-05T02:43:27Z	Artificer 1	Artificer		1	Dual Wielder	11	17	10	15	16	18	13	14		Arcana|History|Investigation|Religion|Perception	Dagger|Dagger|Crossbow, light	Mending*0|Sword Burst*0|Detect Magic*1|Identify*1|Shield Of Faith*1|Feather Fall*1	Int		United States	US		NA	NA	Human	Mending*0|Sword Burst*0|Detect Magic*1|Identify*1|Shield of Faith*1|Feather Fall*1	Dagger|Dagger|Crossbow, Light	infallible_banach
12ac091	eca59dd	d8df25ad26b7cf89c34713ca562d4c5d	847eb37b	Dragonborn	Folk Hero	2021-09-04T03:58:56Z	Paladin 1	Paladin		1		12	16	17	14	14	11	14	15		Animal Handling|Insight|Survival|Intimidation	Greatsword|Light hammer		Cha		Mexico	MX		NA	NA	Dragonborn		Greatsword|Light hammer	pedantic_dirac
12ac091	eca59dd	d04d88f8b8870f95eb5611677a5f9fbe	a9bd143f	Half-Elf	Folk Hero	2021-09-04T01:36:44Z	Ranger 1	Ranger		1		12	14	12	16	14	16	14	15		Athletics|Acrobatics|Stealth|Investigation|Animal Handling|Perception|Survival	Shortsword|Longbow		Wis	optional favored enemy/Favored Enemy|expertise/Survival|optional natural explorer/Canny	Mexico	MX		NA	NA	Half-Elf		Shortsword|Longbow	silly_wilson
12ac091	c650288	c7f1eb842549d2717a2f3f890b361bd7	bde73b70	Changeling	Entertainer	2021-09-04T00:51:52Z	Bard 1	Bard		1		9	14	11	16	13	8	10	17		Athletics|Acrobatics|Perception|Deception|Intimidation|Performance|Persuasion	Rapier|Dagger		Cha		Mexico	MX		NA	NA	Changeling		Rapier|Dagger	eloquent_galileo
aae1d07	005470e	e49c5e27014800968dfa0f795fe0c879	40cf6d92	Human	Sage	2021-09-01T18:24:17Z	Fighter 1	Fighter		1		12	16	15	16	14	13	11	9		Athletics|Arcana|History|Insight	Lance|Lance|Crossbow, light		Int	fighting style/Blind Fighting	Romania	RO		NA	NA	Human		Lance|Lance|Crossbow, Light	goofy_sanderson
23f20f6	c842953	cd74bb317ffa86c3f6c78066f21928c7	259b9f83	Human	Smuggler	2021-08-28T23:09:49Z	Ranger 1	Ranger		1		12	16	12	16	14	15	16	11		Athletics|Stealth|Perception|Survival|Deception	Shortsword|Longbow|Crossbow, light		Wis	optional favored enemy/Favored Foe|optional natural explorer/Natural Explorer	United States	US		NA	NA	Human		Shortsword|Longbow|Crossbow, Light	elegant_khayyam
31d9ddf	3de1613	1467b5616766dfc75d9c27b441eb9d1a	95c25943	Tabaxi	Charlatan	2021-08-28T04:51:27Z	Rogue 1	Rogue		1		9	14	10	16	13	12	12	14	Chaotic	Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Intimidation|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Thieves' Tools*Persuasion	Australia	AU	CN	NA	NA	Tabaxi		Rapier|Shortbow|Dagger	upbeat_brattain
31d9ddf	3de1613	8646ba31da9f505b4c3b33c64aa79f71	7dde036f	Human	Sage	2021-08-28T04:43:00Z	Druid 1	Druid		1		11	16	15	16	17	12	19	10		Arcana|History|Nature|Animal Handling	Spear		Wis		Australia	AU		NA	NA	Human		Spear	wonderful_yalow
	b63078c	7689fac24881629f074e7d7ee9736526	ae9c8db8	Tabaxi	Urchin	2021-08-26T05:57:36Z	Rogue 1	Rogue		1		9	14	8	17	13	14	12	11		Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Sleight of Hand	Canada	CA		NA	NA	Tabaxi		Rapier|Shortbow|Dagger	epic_bell
d38eab1	20386f6	843b4fc7da63614cd65e9267aa527fc4	b1ddae0e	Human	Farmer	2021-08-26T02:01:52Z	Fighter 1	Fighter		1	Polearm Master	12	18	18	12	14	10	13	8	chaotic good	Athletics|Animal Handling|Insight|Perception|Survival	Crossbow, light|Quarterstaff		Int	fighting style/Dueling	NA	NA	CG	NA	NA	Human		Crossbow, Light|Quarterstaff	vigorous_almeida
	5946f94	96740e0e049b28e4a65a129556eae600	4bc788a2	Human	Soldier	2021-08-24T18:41:35Z	Fighter 1	Fighter		1	Sentinel	14	16	19	16	18	12	12	11		Athletics|Acrobatics|Insight|Perception|Intimidation	Longsword|Handaxe		Int	fighting style/Dueling	Canada	CA		NA	NA	Human		Longsword|Handaxe	goofy_montalcini
	12f9eb2	5b7fbe044519d5d946230322fca3b314	32b4f6c4	Kenku	Charlatan	2021-08-20T23:18:31Z	Bard 1	Bard		1		8	14	8	16	10	12	14	15		Acrobatics|Sleight of Hand|Perception|Deception|Performance	Rapier|Dagger		Cha		Canada	CA		NA	NA	Kenku		Rapier|Dagger	fervent_chaum
8982703	a29d84e	369a2b6311e46d42373458dc31ad624b	e9579895	Turtle	Acolyte	2021-08-20T18:23:31Z	Paladin 1	Paladin		1		10	19	16	11	11	7	11	17		Religion|Insight|Survival|Intimidation|Persuasion	Warhammer|Shortsword		Cha		United States	US		NA	NA	Turtle		Warhammer|Shortsword	stupefied_faraday
	8bd150a	75db2e17312bf7172e70e9de9f892aeb	c10e9512	Human	Noble	2021-08-20T15:09:22Z	Warlock 1	Warlock	The Fiend	1		10	11	9	11	15	15	13	15		Arcana|History|Investigation|Persuasion	Dagger|Dagger|Dagger		Cha		Canada	CA		NA	NA	Human		Dagger|Dagger|Dagger	naughty_cray
ab3ec3f	ae0975f	35a8cdbc7ae242b28270bb270ad56a04	cf9a037c	Serpentblood	Outlander	2021-08-17T22:10:21Z	Artificer 1	Artificer		1		10	16	8	14	15	16	10	10		Athletics|History|Investigation|Survival	Dagger|Dagger|Crossbow, light		Int		United States	US		NA	NA	Yaun-Ti		Dagger|Dagger|Crossbow, Light	jovial_mendel
13c8514	a5c857c	73c434ed78aca640e41b9e94b2e0c754	c23f3964	Human	Exile	2021-08-17T05:48:16Z	Wizard 1	Wizard		1	Mobile	7	11	10	12	13	16	15	8	Chaotic Neutral	Arcana|Investigation|Insight|Perception|Survival	Dagger	Fire Bolt*0|Shocking Grasp*0|Minor Illusion*0|Longstrider*1|Magic Missile*1|Burning Hands*1|Disguise Self*1|Fog Cloud*1|Find Familiar*1	Int		Venezuela	VE	CN	NA	NA	Human	Fire Bolt*0|Shocking Grasp*0|Minor Illusion*0|Longstrider*1|Magic Missile*1|Burning Hands*1|Disguise Self*1|Fog Cloud*1|Find Familiar*1	Dagger	angry_cori
	77d3044	6f7fbf72be53f2109c67729ee641bf8c	ae7bf9cd	Tabaxi	House Agent	2021-08-15T16:57:59Z	Rogue 1	Rogue		1		8	15	14	18	11	14	14	11		Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Perception	Canada	CA		NA	NA	Tabaxi		Rapier|Shortbow|Dagger	thirsty_haslett
c41a471	1ba6c6c	8cabdbefac38ae37eb055684e8c20af8	30d3ab49	Goblin	Criminal	2021-08-12T01:48:23Z	Warlock 1	Warlock	The Genie	1		10	15	9	18	14	12	10	16		Stealth|Deception	Club|Handaxe|Dagger		Cha		NA	NA		NA	NA	Goblin		Club|Handaxe|Dagger	nostalgic_lovelace
1ce9fad	af0ed5c	6ea2c17a36da68ef13a546a6481724ad	2539dd2f	Minotaur	Urban Bounty Hunter	2021-08-06T23:52:17Z	Fighter 1	Fighter		1		13	18	13	17	17	8	14	10	CN	Stealth|Insight|Survival|Deception|Intimidation	Greataxe|Crossbow, light		Int	fighting style/Great Weapon Fighting	NA	NA	CN	NA	NA	Minotaur		Greataxe|Crossbow, Light	boring_rosalind
924dd66	7f97f8b	2d41cbd8caceae8254f6344ffdf789d2	0fab4a7e	Kenku	Entertainer	2021-08-04T05:08:51Z	Bard 1	Bard		1		10	13	8	16	14	12	9	15		Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Performance|Persuasion	Rapier|Dagger	Vicious Mockery*0|Prestidigitation*0|Heroism*1|Dissonant Whispers*1|Detect Magic*1|Healing Word*1	Cha		NA	NA		NA	NA	Kenku	Vicious Mockery*0|Prestidigitation*0|Heroism*1|Dissonant Whispers*1|Detect Magic*1|Healing Word*1	Rapier|Dagger	youthful_fermat
	deac4a3	d03b18ab385ec6e3bd858b7608dcc288	b8d7899b	Warforged	Far Traveler	2021-08-01T05:21:41Z	Fighter 1	Fighter		1		10	17	16	14	14	10	13	8	Neutral	Acrobatics|Investigation|Insight|Perception|Survival	Longsword|Crossbow, light		Int	fighting style/Archery	Canada	CA	NN	NA	NA	Warforged		Longsword|Crossbow, Light	nostalgic_goldstine
320a0df	deac4a3	a87b81837a02b18816e82f73b4c33b52	d5764d6b	Yuan-Ti	Charlatan	2021-07-29T01:06:38Z	Rogue 1	Rogue		1		9	13	8	14	13	16	10	14	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Deception|Persuasion	Shortsword|Shortbow|Dagger		Int	expertise/Sleight of Hand*Deception	NA	NA	CN	NA	NA	Yaun-Ti		Shortsword|Shortbow|Dagger	keen_kepler
77f1305	7dbfb6e	bea29a418959f935cb4660d87f926168	8ae6e75d	Changeling	Hermit	2021-07-27T20:25:27Z	Warlock 1	Warlock	The Fathomless	1		7	10	9	6	11	10	12	17		Arcana|History|Religion|Medicine|Deception|Intimidation	Spear|Dagger		Cha		United States	US		NA	NA	Changeling		Spear|Dagger	cranky_gagarin
924dd66	ad5ec23	0a0de3d5a380bcd39d00f25e7bb4b3e9	ee68d6eb	Human	Sage	2021-07-24T15:26:10Z	Wizard 1	Wizard		1		8	12	9	14	15	16	13	11		Arcana|History|Investigation|Insight	Quarterstaff	Mage Hand*0|Firebolt*0|Create Bonfire*0|Magic Missle*1|Snare*1|Tasha Caustic Brew*1|Tasha Hideous Laughter*1|Magnify Gravity*1|Burning Hands*1	Int		NA	NA		NA	NA	Human	Mage Hand*0|Fire Bolt*0|Create Bonfire*0|Magic Missile*1|Snare*1|*|Tasha's Hideous Laughter*1|*|Burning Hands*1	Quarterstaff	compassionate_blackwell
924dd66	ad5ec23	72e249ece1574025c6bd0d0cac4572bb	9ba6052d	Warforged	Entertainer	2021-07-24T14:36:01Z	Paladin 1	Paladin		1		12	14	8	16	15	10	12	14		Acrobatics|Stealth|Intimidation|Performance|Persuasion	Longsword|Rapier|Javelin		Cha		NA	NA		NA	NA	Warforged		Longsword|Rapier|Javelin	jolly_ardinghelli
041d37a	36b1e73	99446c8a33ffbe821685cd8842c1d372	df053c39	Lizardfolk	Criminal	2021-07-24T11:55:37Z	Paladin 1	Paladin		1		13	10	15	10	16	13	8	13		Stealth|Nature|Religion|Survival|Deception|Intimidation	Warhammer|Handaxe|Maul|Light Hammer		Cha		United States	US		NA	NA	Lizardfolk		Warhammer|Handaxe|Maul|Light hammer	sharp_burnell
5d2af3f	6fff5c5	06604c094bd3454b7304fbaaffbf3236	57d423a3	Lightfoot Halfling	Folk Hero	2021-07-24T00:36:52Z	Druid 1	Druid		1		9	12	14	10	13	10	15	13		Nature|Animal Handling|Medicine|Survival	Scimitar		Wis		Canada	CA		NA	NA	Halfling		Scimitar	blissful_volhard
5d2af3f	6fff5c5	59d4e7cf5f1a051e320a3cc3600d30f6	6986367a	Mountain Dwarf	Sage	2021-07-24T00:36:26Z	Barbarian 1	Barbarian		1		15	14	17	13	16	10	12	8		Athletics|Arcana|History|Intimidation	Greataxe|Handaxe|Javelin		Int		Canada	CA		NA	NA	Dwarf		Greataxe|Handaxe|Javelin	laughing_tereshkova
5d2af3f	6fff5c5	cbfe466b3991679d561a398405ee7d63	d0bf0d05	Forest Gnome	Entertainer	2021-07-24T00:36:02Z	Wizard 1	Wizard		1		6	12	13	15	10	17	12	8		Acrobatics|Arcana|History|Performance	Quarterstaff		Int		Canada	CA		NA	NA	Gnome		Quarterstaff	pedantic_mendel
97f8fab	e7df69b	334cb163d1a2e1b9b02418a86be6142b	3521b396	Human	Custom	2021-07-19T08:19:03Z	Paladin 1	Paladin		1		1	16	15	13	13	12	13	15		Athletics|Arcana|Religion|Medicine	Longsword|Spear		Cha		United States	US		NA	NA	Human		Longsword|Spear	heuristic_lehmann
f683911	7688001	f4ed5b10c91fc7e6a6163e58e4d38d6e	27444877	Goblin	House Agent	2021-07-19T01:29:59Z	Bard 1	Bard		1		10	17	12	16	14	10	8	15		Sleight of Hand|Stealth|Investigation|Intimidation|Persuasion	Longsword|Dagger	True Strike*0|Magic Hands*0|Cure Wounds*1|Color Spray*1|Sleep*1|Thunderwave*1	Cha		United States	US		NA	NA	Goblin	True Strike*0|Mage Hand*0|Cure Wounds*1|Color Spray*1|Sleep*1|Thunderwave*1	Longsword|Dagger	adoring_poitras
08de01c	f7298ba	53d6299c76a6d338661df238d78c3ca0	c5a1abf7	Human	Outlander	2021-07-18T20:10:43Z	Rogue 1	Rogue		1		9	12	15	14	13	11	16	9		Athletics|Stealth|Survival|Intimidation	Rapier|Shortsword|Dagger		Int	expertise/Intimidation*Athletics	United States	US		NA	NA	Human		Rapier|Shortsword|Dagger	friendly_swirles
49c5077	f7298ba	8b1db2cf406839b6ab1ec39ca7027dd9	53d27e02	Human	Soldier	2021-07-18T19:06:44Z	Barbarian 1	Barbarian		1		14	14	16	14	15	9	13	11		Athletics|Nature|Perception|Intimidation	Greataxe|Handaxe|Javelin		Int		United States	US		NA	NA	Human		Greataxe|Handaxe|Javelin	distracted_swartz
639fb61	651e0d5	e66489644d57bf372fc2c1cf8b235bca	b1f951ed	Human	Urchin	2021-07-18T17:25:33Z	Fighter 1	Fighter		1		12	19	16	16	14	9	11	11		Athletics|Sleight of Hand|Stealth|Intimidation	Longsword|Crossbow, light		Int	fighting style/Defense	Indonesia	ID		NA	NA	Human		Longsword|Crossbow, Light	amazing_murdock
eaa4b2a	42b131d	39120628a1dd2c6beb5674bd639669c1	2600216f	Human	Soldier	2021-07-17T15:14:44Z	Fighter 1	Fighter		1	Polearm Master	13	16	17	16	17	9	12	10		Athletics|Acrobatics|Perception|Intimidation	Glaive|Javelin|Spear		Int	fighting style/Great Weapon Fighting	United States	US		NA	NA	Human		Glaive|Javelin|Spear	cranky_chaplygin
d550a95	1aa1441	a99ea24d1a5edf0f69c224bd45e2b6e2	73889ebd	Warforged	Acolyte	2021-07-17T05:55:48Z	Cleric 1	Cleric	Grave Domain	1		10	17	12	8	15	10	15	15		History|Religion|Insight|Medicine|Persuasion	Mace|Crossbow, light	Spare the Dying*0|Bane*1|False Life*1	Wis		Australia	AU		NA	NA	Warforged	Spare the Dying*0|Bane*1|False Life*1	Mace|Crossbow, Light	relaxed_herschel
3e52d52	dec07a2	a079618b266825e097411ac7133add19	0ed17e6d	Lightfoot Halfling	Athlete	2021-07-17T01:14:59Z	Fighter 1	Fighter		1		15	18	16	18	17	13	14	15		Athletics|Acrobatics|Insight|Perception	Rapier|Lance		Int	fighting style/Dueling	United States	US		NA	NA	Halfling		Rapier|Lance	practical_mirzakhani
5d3e5fc	6218b91	c59f4df6686d170f513ad289f914ee73	5707b0ac	Half-Elf	Entertainer	2021-07-17T00:41:29Z	Rogue 1	Rogue		1		8	14	8	16	10	13	13	16		Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Performance|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Sleight of Hand	United States	US		NA	NA	Half-Elf		Rapier|Shortbow|Dagger	eager_morse
81bfaac	9cf6edc	8333e35b1f8508342990eca6ddb50f82	d9bbcdd0	Half-Orc	City Watch	2021-07-14T23:54:07Z	Barbarian 1	Barbarian		1		15	14	16	13	16	8	12	10		Athletics|Insight|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		United States	US		NA	NA	Half-Orc		Greataxe|Handaxe|Javelin	focused_borg
46657ee	6373fcb	cdd65e04b91c158d286fe09d65a1694c	2de3adef	Leonine	City Watch	2021-07-13T22:55:29Z	Paladin 1	Paladin		1		9	17	13	12	15	13	12	13		Athletics|Insight|Perception|Intimidation	Javelin|Maul		Cha		NA	NA		NA	NA	Leonin		Javelin|Maul	elated_hoover
	a5ffc36	72303233e0cd0c774f9fb506b003a2cf	fe782a78	Eladrin ToF	Noble	2021-07-13T04:21:14Z	Warlock 1	Warlock	The Fiend	1		8	14	8	16	13	10	12	16		History|Perception|Deception|Intimidation|Persuasion	Crossbow, light|Dagger		Cha		Canada	CA		NA	NA	Eladrin		Crossbow, Light|Dagger	magical_benz
4acb8e5	42b131d	2730455f7e3ec087dcbd478055c759e5	10a8c00e	Scourge Aasimar	Soldier	2021-07-13T02:54:33Z	Barbarian 1	Barbarian		1		16	17	18	16	18	12	14	14		Athletics|Perception|Survival|Intimidation	Glaive|Spear|Javelin		Int		United States	US		NA	NA	Aasimar		Glaive|Spear|Javelin	elastic_benz
be9b1bb	0228379	3b237a52c272fa2c4142621696e7ce90	c09ec374	Dark Elf	Haunted One	2021-07-12T20:41:33Z	Cleric 1	Cleric	Twilight Domain	1		9	15	15	16	13	12	10	9		Investigation|Perception	Mace	Faerie Fire*1|Sleep*1	Wis		United States	US		NA	NA	Elf	Faerie Fire*1|Sleep*1	Mace	awesome_rosalind
ec8ed14	82f3a5f	3819682e2080b9f3ae1c6aea22b636b5	b64f6164	Human	Acolyte	2021-07-10T12:01:37Z	Warlock 1	Warlock	The Hexblade	1	Polearm Master	5	14	13	16	10	8	12	18		History|Investigation|Religion|Insight|Perception	Dagger|Dagger		Cha		Norway	NO		NA	NA	Human		Dagger|Dagger	loving_leavitt
6b6597d	58d4a13	459ebe5854ae7106e62a15970b1f2f8a	bce62b48	Lineage - Mamm	Smuggler	2021-07-03T15:33:52Z	Artificer 1	Artificer		1		11	12	12	8	17	15	12	7		Athletics|Sleight of Hand|Arcana|Deception	Shortbow|Sickle|Crossbow, light		Int		Spain	ES		NA	NA	Tiefling		Shortbow|Sickle|Crossbow, Light	quirky_lamarr
09b761a	6373fcb	ed24a060fb3edcc67c1ffa62d0465e6a	87069c2a	Hill Dwarf	Sage	2021-07-01T22:09:53Z	Cleric 1	Cleric	Life Domain	1		10	12	10	9	12	10	17	14		Arcana|History|Insight|Persuasion	Mace	Bless*1|Cure Wounds*1	Wis		United States	US		NA	NA	Dwarf	Bless*1|Cure Wounds*1	Mace	eager_galileo
09b761a	6373fcb	6f418af124c8d5512e6eed0535c13d92	10249db2	Half-Orc	Criminal	2021-07-01T21:59:32Z	Barbarian 1	Barbarian		1		15	15	18	14	16	15	13	7		Athletics|Stealth|Survival|Deception|Intimidation	Longsword|Handaxe|Javelin		Int		United States	US		NA	NA	Half-Orc		Longsword|Handaxe|Javelin	recursing_darwin
d1eb56f	00347a4	382aae83760674081c8adf5939cf022c	c33bd1af	Goliath	Acolyte	2021-06-26T20:32:35Z	Cleric 1	Cleric	Twilight Domain	1		11	18	10	15	16	8	15	8		Athletics|History|Religion|Insight|Medicine	Warhammer|Handaxe	Faerie Fire*1|Sleep*1	Wis		United States	US		NA	NA	Goliath	Faerie Fire*1|Sleep*1	Warhammer|Handaxe	infallible_gauss
368a3f9	79433cd	d4155c223ca63da0ffb93a04861a0a4a	a0a80cc5	Deep Gnome	Smuggler	2021-06-26T02:49:39Z	Warlock 1	Warlock	The Undying	1		10	11	15	9	15	10	8	15		Athletics|Arcana|Deception|Intimidation	Crossbow, light|Dagger	Spare the Dying*0|Green Flame Blade*0|Toll The Dead*0|False Life*1|Ray Of Sickness*1|Arms Of Hadar*1|Witch Bolt*1	Cha		United States	US		NA	NA	Gnome	Spare the Dying*0|Green-Flame Blade*0|Toll the Dead*0|False Life*1|Ray of Sickness*1|Arms of Hadar*1|Witch Bolt*1	Crossbow, Light|Dagger	dreamy_neumann
d2c1a28	3ff7ba5	9a708d34f1e103a29a8e560f22e8c393	213a0452	Goblin	Criminal	2021-06-25T22:42:16Z	Rogue 1	Rogue		1		10	15	12	18	14	15	14	10		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Shortsword|Shortbow|Dagger		Int	expertise/Stealth*Perception	NA	NA		NA	NA	Goblin		Shortsword|Shortbow|Dagger	hungry_albattani
3e52d52	ede1bc7	53a6a5d67cf7fcf866a32505dbc9f402	bf27a8c5	Lightfoot Halfling	Athlete	2021-06-19T23:50:22Z	Barbarian 1	Barbarian		1		15	17	17	18	16	13	14	15		Athletics|Acrobatics|Perception|Intimidation	Quarterstaff|Javelin|Rapier		Int		United States	US		NA	NA	Halfling		Quarterstaff|Javelin|Rapier	hopeful_buck
2641454	2ec4b5b	8f9d9817279f382356df667d0ae4d5ba	2aa4aad6	Tiefling	Outlander	2021-06-18T14:22:21Z	Sorcerer 1	Sorcerer	Aberrant Mind	1		8	13	8	16	14	11	10	15		Athletics|Arcana|Survival|Intimidation	Dagger	Mind Sliver*0|Arms of Hatred*1|Dissonent Whispers*1	Cha	tiefling variants menu/Winged	United States	US		NA	NA	Tiefling	*|Arms of Hadar*1|Dissonant Whispers*1	Dagger	vigorous_sinoussi
	a7caef7	5674caed3b63981d6d42bca98285ecb1	65dc9fab	Changeling	Guild Artisan	2021-06-15T06:03:24Z	Paladin 1	Paladin		1		11	13	16	12	13	8	10	16		Athletics|Insight|Medicine|Intimidation|Persuasion	Greatsword|Javelin		Cha		Canada	CA		NA	NA	Changeling		Greatsword|Javelin	musing_minsky
3f66564	ce9f9ff	36a021755bc6b05df09c75f299eff286	047386c5	Kobold	Cloistered Scholar	2021-06-12T04:49:29Z	Wizard 1	Wizard		1		7	12	8	15	12	18	15	11		Arcana|History|Investigation|Religion|Perception	Quarterstaff	Mage Hands*0|Mind Slever*0|Shape Water*0|Shield*1|Mage Armor*1|Feather Fall*1|Fog Cloud*1|Expeditious Retreat*1|Detect Magic*1	Int		NA	NA		NA	NA	Kobold	Mage Hand*0|*|Shape Water*0|Shield*1|Mage Armor*1|Feather Fall*1|Fog Cloud*1|Expeditious Retreat*1|Detect Magic*1	Quarterstaff	fervent_ishizaka
2007384	6a9226e	1b748ca1ecca9da4cbf048b4ba8e5bea	1db8385c	Changeling	Criminal	2021-06-09T19:37:59Z	Rogue 1	Rogue		1		8	14	8	16	10	13	12	16		Athletics|Acrobatics|Sleight of Hand|Stealth|Deception|Performance|Persuasion	Rapier|Shortsword|Dagger		Int	expertise/Stealth*Sleight of Hand	United States	US		NA	NA	Changeling		Rapier|Shortsword|Dagger	nifty_rhodes
b34899f	7b0e255	e8aaf23dd5e3d35514014399b121dea8	ddf27682		Custom	2021-06-09T13:11:29Z	Warlock 1	Warlock	The Hexblade	1		10	13	13	15	14	11	9	16		Arcana|Investigation|Deception|Intimidation	Crossbow, light|Dagger		Cha		NA	NA		NA	NA			Crossbow, Light|Dagger	heuristic_taussig
b34899f	7b0e255	65fe0c85da6ce56e681e71cee308f669	20275a8d		Custom	2021-06-09T13:09:49Z	Paladin 1	Paladin		1		12	18	16	13	14	9	11	15		Athletics|Religion|Animal Handling|Persuasion	Longsword		Cha		NA	NA		NA	NA			Longsword	pedantic_nash
b34899f	7b0e255	39be621a59a664171abfea97c6be55d7	fd47af51		Hermit	2021-06-09T13:09:25Z	Monk 1	Monk		1		10	15	9	16	14	13	15	11		Acrobatics|Stealth|Religion|Medicine	Shortsword|Dart|Unarmed strike		Int		NA	NA		NA	NA			Shortsword|Dart|Unarmed Strike	wizardly_bartik
9f45c3b	9789b02	345cfe03abe54648b4e534526c25ede9	494ea1d5	Goblin	Criminal	2021-06-08T21:29:12Z	Warlock 1	Warlock	The Genie	1		10	15	8	18	14	12	10	16		Stealth|Deception	Crossbow, light|Dagger		Cha		NA	NA		NA	NA	Goblin		Crossbow, Light|Dagger	priceless_feistel
abf29e2	54ff840	679832e07f54b849f3b5bd6973eaefce	0df6a511	Mountain Dwarf	Sage	2021-06-07T21:04:18Z	Druid 1	Druid		1		10	13	11	10	16	12	15	12		Arcana|History|Religion|Perception			Wis		NA	NA		NA	NA	Dwarf			blissful_cocks
b0aae5b	34e35d9	4e055d5fb5e2cc4c48629a41af220ce1	cf4f8281		Sailor	2021-06-07T14:17:02Z	Rogue 1	Rogue		1		9	14	11	16	13	14	9	15		Athletics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Rapier|Shortbow|Dagger		Int	expertise/Thieves' Tools*Stealth	NA	NA		NA	NA			Rapier|Shortbow|Dagger	goofy_knuth
b0aae5b	34e35d9	c1eb8a811d3162fba6f5b92787b8e442	3a81f9fe		Outlander	2021-06-07T14:16:14Z	Ranger 1	Ranger		1		12	16	14	16	15	11	13	9		Athletics|Stealth|Animal Handling|Perception|Survival	Shortsword|Longbow|Quarterstaff		Wis	optional favored enemy/Favored Enemy|optional natural explorer/Natural Explorer	NA	NA		NA	NA			Shortsword|Longbow|Quarterstaff	charming_perlman
b0aae5b	34e35d9	fdd37ac3dbfa07b8b6bb1301d48277c7	f467c822		Soldier	2021-06-07T10:47:08Z	Fighter 1	Fighter		1		12	16	16	14	15	13	9	11		Athletics|Perception|Survival|Intimidation	Greatsword|Longsword|Handaxe		Int	fighting style/Great Weapon Fighting	NA	NA		NA	NA			Greatsword|Longsword|Handaxe	upbeat_pare
b0aae5b	34e35d9	b412ac396bab4427b8f05deac9d7d216	55380b2b		Custom	2021-06-07T10:46:23Z	Druid 1	Druid		1		10	12	14	13	15	11	16	9		Nature|Animal Handling|Medicine|Survival	Dagger|Greatclub		Wis		NA	NA		NA	NA			Dagger|Greatclub	vibrant_margulis
b0aae5b	34e35d9	d3b590ade2fa55e9dcc33c69ad8183e5	12eac814		Barbarian Tribe Member	2021-06-07T10:43:47Z	Barbarian 1	Barbarian		1		14	14	16	14	15	9	11	13		Athletics|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		NA	NA		NA	NA			Greataxe|Handaxe|Javelin	objective_hoover
50ab2af	ce9f9ff	149c710e0c30c55863e50502f0fab7d2	46f2bff2	Lizardfolk	Barbarian Tribe Member	2021-06-07T02:57:55Z	Wizard 1	Wizard		1		8	14	11	12	15	18	16	11		Athletics|Arcana|Investigation|Nature|Perception|Survival	Dagger	Mage Hands*0|Minor Illusion*0|Mind Sliver*0|Feather Fall*1|Disguise Self*1|Fog Cloud*1|Detect Magic*1|Mage Armor*1|Color Spray*1	Int		NA	NA		NA	NA	Lizardfolk	Mage Hand*0|Minor Illusion*0|*|Feather Fall*1|Disguise Self*1|Fog Cloud*1|Detect Magic*1|Mage Armor*1|Color Spray*1	Dagger	quirky_bell
